=== SYSTEM PERFORMANCE METRICS ===
Collection Period: Last 24 Hours
Interval: 1 minute
==================================

[2026-04-05 10:19:11] CPU: 146189806000% | Memory: 23038454071296 MB | Disk Read: 1113759713000 MB/s | Disk Write: 635494804000 MB/s | Network In: 619422105000 Mbps | Network Out: 186177528900 Mbps | Active Connections: 399
[2026-04-04 13:16:11] CPU: 33034504000% | Memory: 18129362911232 MB | Disk Read: 932973707000 MB/s | Disk Write: 634298253600 MB/s | Network In: 691075824000 Mbps | Network Out: 402760523700 Mbps | Active Connections: 360
[2026-04-04 13:15:11] CPU: 10352841200% | Memory: 7737022152704 MB | Disk Read: 158498421000 MB/s | Disk Write: 1155117922400 MB/s | Network In: 800229534000 Mbps | Network Out: 294160268100 Mbps | Active Connections: 72
[2026-04-04 13:14:11] CPU: 18485104600% | Memory: 4757494726656 MB | Disk Read: 1168719806000 MB/s | Disk Write: 1166001153600 MB/s | Network In: 832170797000 Mbps | Network Out: 146541061500 Mbps | Active Connections: 254
[2026-04-04 13:13:11] CPU: 71355835500% | Memory: 3679870861312 MB | Disk Read: 1888766603000 MB/s | Disk Write: 489527342400 MB/s | Network In: 421065194000 Mbps | Network Out: 473595169200 Mbps | Active Connections: 371
[2026-04-04 13:12:11] CPU: 8829124100% | Memory: 16214847062016 MB | Disk Read: 1727564211000 MB/s | Disk Write: 16538024800 MB/s | Network In: 511830283500 Mbps | Network Out: 383121533100 Mbps | Active Connections: 359
[2026-04-04 13:11:11] CPU: 171439593400% | Memory: 25125072994304 MB | Disk Read: 1728757507000 MB/s | Disk Write: 1208139486400 MB/s | Network In: 904591594000 Mbps | Network Out: 566686855800 Mbps | Active Connections: 248
[2026-04-04 13:10:11] CPU: 210148825800% | Memory: 29965305315328 MB | Disk Read: 560124970000 MB/s | Disk Write: 63471460800 MB/s | Network In: 367145662500 Mbps | Network Out: 38135032500 Mbps | Active Connections: 127
[2026-04-04 13:09:11] CPU: 17232909900% | Memory: 4892216705024 MB | Disk Read: 427610090000 MB/s | Disk Write: 561740609600 MB/s | Network In: 972517236500 Mbps | Network Out: 563044109700 Mbps | Active Connections: 340
[2026-04-04 13:08:11] CPU: 172840552700% | Memory: 27213439647744 MB | Disk Read: 1927756679000 MB/s | Disk Write: 1241425978400 MB/s | Network In: 348918783000 Mbps | Network Out: 556470033000 Mbps | Active Connections: 480
[2026-04-04 13:07:11] CPU: 181613941700% | Memory: 25940874133504 MB | Disk Read: 1548276198000 MB/s | Disk Write: 640089806400 MB/s | Network In: 694884231000 Mbps | Network Out: 614929714500 Mbps | Active Connections: 314
[2026-04-04 13:06:11] CPU: 80890373000% | Memory: 695819304960 MB | Disk Read: 1362034962000 MB/s | Disk Write: 1583272358400 MB/s | Network In: 281070698500 Mbps | Network Out: 446994987600 Mbps | Active Connections: 222
[2026-04-04 13:05:11] CPU: 208039044700% | Memory: 12897312849920 MB | Disk Read: 639439834000 MB/s | Disk Write: 1341751636800 MB/s | Network In: 421873499500 Mbps | Network Out: 63081190800 Mbps | Active Connections: 114
[2026-04-04 13:04:11] CPU: 42190458200% | Memory: 24574287233024 MB | Disk Read: 1446554103000 MB/s | Disk Write: 1273566135200 MB/s | Network In: 756863841000 Mbps | Network Out: 448947293400 Mbps | Active Connections: 201
[2026-04-04 13:03:11] CPU: 109742010500% | Memory: 4169794125824 MB | Disk Read: 893216586000 MB/s | Disk Write: 590534478400 MB/s | Network In: 553556126000 Mbps | Network Out: 388495710900 Mbps | Active Connections: 418
[2026-04-04 13:02:11] CPU: 4705718900% | Memory: 34780095070208 MB | Disk Read: 453929770000 MB/s | Disk Write: 1385527831200 MB/s | Network In: 358078916000 Mbps | Network Out: 346087869600 Mbps | Active Connections: 462
[2026-04-04 13:01:11] CPU: 172938516900% | Memory: 35136424165376 MB | Disk Read: 451805964000 MB/s | Disk Write: 1581375140000 MB/s | Network In: 224525879000 Mbps | Network Out: 106142607000 Mbps | Active Connections: 218
[2026-04-04 13:00:11] CPU: 89635558500% | Memory: 25075931463680 MB | Disk Read: 1235299195000 MB/s | Disk Write: 1409850129600 MB/s | Network In: 994471989500 Mbps | Network Out: 111732098400 Mbps | Active Connections: 395
[2026-04-04 12:59:11] CPU: 191451207500% | Memory: 12501899575296 MB | Disk Read: 426562329000 MB/s | Disk Write: 511722813600 MB/s | Network In: 99430560500 Mbps | Network Out: 434088145800 Mbps | Active Connections: 346
[2026-04-04 12:58:11] CPU: 149575158900% | Memory: 10555020066816 MB | Disk Read: 1960314136000 MB/s | Disk Write: 1158262908800 MB/s | Network In: 411055367000 Mbps | Network Out: 327201725100 Mbps | Active Connections: 177
[2026-04-04 12:57:11] CPU: 49318928700% | Memory: 16769078935552 MB | Disk Read: 1172186180000 MB/s | Disk Write: 882508739200 MB/s | Network In: 723956377500 Mbps | Network Out: 408705489600 Mbps | Active Connections: 58
[2026-04-04 12:56:11] CPU: 114775367300% | Memory: 24370489147392 MB | Disk Read: 1632688562000 MB/s | Disk Write: 1365905861600 MB/s | Network In: 1056539546000 Mbps | Network Out: 189432801000 Mbps | Active Connections: 332
[2026-04-04 12:55:11] CPU: 181954129100% | Memory: 34146779955200 MB | Disk Read: 1395988679000 MB/s | Disk Write: 1087743979200 MB/s | Network In: 183875970500 Mbps | Network Out: 412121391300 Mbps | Active Connections: 407
[2026-04-04 12:54:11] CPU: 27615987900% | Memory: 28436381368320 MB | Disk Read: 1330567572000 MB/s | Disk Write: 589975700000 MB/s | Network In: 466395050000 Mbps | Network Out: 618625636500 Mbps | Active Connections: 169
[2026-04-04 12:53:11] CPU: 43301576200% | Memory: 494308671488 MB | Disk Read: 510308130000 MB/s | Disk Write: 1005846933600 MB/s | Network In: 408195468500 Mbps | Network Out: 129554282700 Mbps | Active Connections: 349
[2026-04-04 12:52:11] CPU: 211013897900% | Memory: 4574093918208 MB | Disk Read: 1538069798000 MB/s | Disk Write: 92594809600 MB/s | Network In: 585001099000 Mbps | Network Out: 150574859700 Mbps | Active Connections: 499
[2026-04-04 12:51:11] CPU: 198287546100% | Memory: 1272930123776 MB | Disk Read: 845644276000 MB/s | Disk Write: 675208642400 MB/s | Network In: 24740475500 Mbps | Network Out: 127435884600 Mbps | Active Connections: 244
[2026-04-04 12:50:11] CPU: 207363047600% | Memory: 22616537530368 MB | Disk Read: 980450798000 MB/s | Disk Write: 1238892430400 MB/s | Network In: 553807271500 Mbps | Network Out: 291711013500 Mbps | Active Connections: 425
[2026-04-04 12:49:11] CPU: 77931486700% | Memory: 5303207952384 MB | Disk Read: 1757975155000 MB/s | Disk Write: 1294138412800 MB/s | Network In: 389801665500 Mbps | Network Out: 565300284600 Mbps | Active Connections: 282
[2026-04-04 12:48:11] CPU: 154698583400% | Memory: 2129222582272 MB | Disk Read: 844451735000 MB/s | Disk Write: 585669938400 MB/s | Network In: 401168892500 Mbps | Network Out: 617723865300 Mbps | Active Connections: 196
[2026-04-04 12:47:11] CPU: 179126696300% | Memory: 19023050358784 MB | Disk Read: 900937062000 MB/s | Disk Write: 528844435200 MB/s | Network In: 156572460500 Mbps | Network Out: 82504686000 Mbps | Active Connections: 391
[2026-04-04 12:46:11] CPU: 190379797400% | Memory: 9820393603072 MB | Disk Read: 2034059291000 MB/s | Disk Write: 1345510384800 MB/s | Network In: 506592168000 Mbps | Network Out: 387924564000 Mbps | Active Connections: 439
[2026-04-04 12:45:11] CPU: 177129535900% | Memory: 25333969436672 MB | Disk Read: 332304784000 MB/s | Disk Write: 155827688000 MB/s | Network In: 787189159000 Mbps | Network Out: 160873852200 Mbps | Active Connections: 454
[2026-04-04 12:44:11] CPU: 127745401700% | Memory: 25303771643904 MB | Disk Read: 555576217000 MB/s | Disk Write: 867987901600 MB/s | Network In: 1051307383000 Mbps | Network Out: 596313878400 Mbps | Active Connections: 315
[2026-04-04 12:43:11] CPU: 99495880400% | Memory: 15963670134784 MB | Disk Read: 390851317000 MB/s | Disk Write: 1341824915200 MB/s | Network In: 1012117708000 Mbps | Network Out: 83927939700 Mbps | Active Connections: 82
[2026-04-04 12:42:11] CPU: 128713258200% | Memory: 17733416632320 MB | Disk Read: 749532881000 MB/s | Disk Write: 119331668000 MB/s | Network In: 926084447500 Mbps | Network Out: 208010011800 Mbps | Active Connections: 128
[2026-04-04 12:41:11] CPU: 43557164200% | Memory: 1286530973696 MB | Disk Read: 532410029000 MB/s | Disk Write: 1484394900000 MB/s | Network In: 758547942500 Mbps | Network Out: 222860956800 Mbps | Active Connections: 357
[2026-04-04 12:40:11] CPU: 21812207700% | Memory: 14437580537856 MB | Disk Read: 415589789000 MB/s | Disk Write: 965123816000 MB/s | Network In: 643018144000 Mbps | Network Out: 208512394500 Mbps | Active Connections: 341
[2026-04-04 12:39:11] CPU: 121575071100% | Memory: 15425320550400 MB | Disk Read: 1975869972000 MB/s | Disk Write: 1360358327200 MB/s | Network In: 310597650500 Mbps | Network Out: 127160183400 Mbps | Active Connections: 210
[2026-04-04 12:38:11] CPU: 65125517700% | Memory: 11460101373952 MB | Disk Read: 1513468289000 MB/s | Disk Write: 684730084000 MB/s | Network In: 247364616000 Mbps | Network Out: 265447742400 Mbps | Active Connections: 75
[2026-04-04 12:37:11] CPU: 69049860800% | Memory: 19864511610880 MB | Disk Read: 1324296455000 MB/s | Disk Write: 1354121604800 MB/s | Network In: 1034944297000 Mbps | Network Out: 130841668500 Mbps | Active Connections: 436
[2026-04-04 12:36:11] CPU: 167815520000% | Memory: 29704595046400 MB | Disk Read: 198521528000 MB/s | Disk Write: 864890222400 MB/s | Network In: 235911252500 Mbps | Network Out: 531770353800 Mbps | Active Connections: 468
[2026-04-04 12:35:11] CPU: 14423045900% | Memory: 31285095383040 MB | Disk Read: 1903157947000 MB/s | Disk Write: 439858004800 MB/s | Network In: 406721544500 Mbps | Network Out: 574354848600 Mbps | Active Connections: 236
[2026-04-04 12:34:11] CPU: 24771543200% | Memory: 11048082620416 MB | Disk Read: 1558089146000 MB/s | Disk Write: 63226577600 MB/s | Network In: 43415060000 Mbps | Network Out: 390312325500 Mbps | Active Connections: 484
[2026-04-04 12:33:11] CPU: 134291490800% | Memory: 11519729123328 MB | Disk Read: 1264197712000 MB/s | Disk Write: 396782316000 MB/s | Network In: 161742845500 Mbps | Network Out: 318908671800 Mbps | Active Connections: 132
[2026-04-04 12:32:11] CPU: 62331118600% | Memory: 14633619996672 MB | Disk Read: 281423973000 MB/s | Disk Write: 1619465324800 MB/s | Network In: 623037638500 Mbps | Network Out: 297446742600 Mbps | Active Connections: 192
[2026-04-04 12:31:11] CPU: 209461829500% | Memory: 15413873901568 MB | Disk Read: 2143861166000 MB/s | Disk Write: 1607867950400 MB/s | Network In: 173714844500 Mbps | Network Out: 446173013400 Mbps | Active Connections: 154
[2026-04-04 12:30:11] CPU: 134071041800% | Memory: 7731682443264 MB | Disk Read: 1009334433000 MB/s | Disk Write: 555696723200 MB/s | Network In: 569660403000 Mbps | Network Out: 162884790000 Mbps | Active Connections: 80
[2026-04-04 12:29:11] CPU: 84096254000% | Memory: 33194852171776 MB | Disk Read: 1648730886000 MB/s | Disk Write: 883546672000 MB/s | Network In: 487598727500 Mbps | Network Out: 340955013900 Mbps | Active Connections: 115
[2026-04-04 12:28:11] CPU: 149404029600% | Memory: 16035026714624 MB | Disk Read: 1290097257000 MB/s | Disk Write: 1706541994400 MB/s | Network In: 299142192000 Mbps | Network Out: 607027304100 Mbps | Active Connections: 383
[2026-04-04 12:27:11] CPU: 35989164700% | Memory: 16635061043200 MB | Disk Read: 364644060000 MB/s | Disk Write: 1253848719200 MB/s | Network In: 69125488000 Mbps | Network Out: 251376203100 Mbps | Active Connections: 394
[2026-04-04 12:26:11] CPU: 81639979600% | Memory: 22619504099328 MB | Disk Read: 462275569000 MB/s | Disk Write: 1045590684800 MB/s | Network In: 229310610000 Mbps | Network Out: 507745334700 Mbps | Active Connections: 143
[2026-04-04 12:25:11] CPU: 44263106100% | Memory: 33704925642752 MB | Disk Read: 670793742000 MB/s | Disk Write: 1177113959200 MB/s | Network In: 558733922500 Mbps | Network Out: 588303427500 Mbps | Active Connections: 203
[2026-04-04 12:24:11] CPU: 185605911500% | Memory: 444611837952 MB | Disk Read: 1983733491000 MB/s | Disk Write: 99212206400 MB/s | Network In: 341880165000 Mbps | Network Out: 51419012400 Mbps | Active Connections: 159
[2026-04-04 12:23:11] CPU: 100300511800% | Memory: 11464879931392 MB | Disk Read: 469514045000 MB/s | Disk Write: 576799142400 MB/s | Network In: 954802241500 Mbps | Network Out: 640324662600 Mbps | Active Connections: 75
[2026-04-04 12:22:11] CPU: 167951281600% | Memory: 8181879635968 MB | Disk Read: 468926708000 MB/s | Disk Write: 1472616060000 MB/s | Network In: 439585121500 Mbps | Network Out: 388368885300 Mbps | Active Connections: 287
[2026-04-04 12:21:11] CPU: 35362981200% | Memory: 11432081866752 MB | Disk Read: 1710870627000 MB/s | Disk Write: 100313230400 MB/s | Network In: 244702701500 Mbps | Network Out: 267045681900 Mbps | Active Connections: 149
[2026-04-04 12:20:11] CPU: 84003700000% | Memory: 1676387303424 MB | Disk Read: 431900421000 MB/s | Disk Write: 1580751404000 MB/s | Network In: 421869578500 Mbps | Network Out: 266892619800 Mbps | Active Connections: 141
[2026-04-04 12:19:11] CPU: 162821362100% | Memory: 6510444429312 MB | Disk Read: 188097473000 MB/s | Disk Write: 1337004950400 MB/s | Network In: 1014048775500 Mbps | Network Out: 23077002300 Mbps | Active Connections: 145
[2026-04-04 12:18:11] CPU: 179310563400% | Memory: 19276984516608 MB | Disk Read: 1363143434000 MB/s | Disk Write: 261489520000 MB/s | Network In: 231189552000 Mbps | Network Out: 602801562000 Mbps | Active Connections: 311
[2026-04-04 12:17:11] CPU: 66671453800% | Memory: 33901328482304 MB | Disk Read: 1375841819000 MB/s | Disk Write: 1576933660000 MB/s | Network In: 40646811500 Mbps | Network Out: 199172486400 Mbps | Active Connections: 405
[2026-04-04 12:16:11] CPU: 58459624600% | Memory: 24348149465088 MB | Disk Read: 24053982000 MB/s | Disk Write: 63068402400 MB/s | Network In: 288852770000 Mbps | Network Out: 77433525000 Mbps | Active Connections: 329
[2026-04-04 12:15:11] CPU: 125213161700% | Memory: 125802708992 MB | Disk Read: 142431054000 MB/s | Disk Write: 813047267200 MB/s | Network In: 1025565799000 Mbps | Network Out: 210861660900 Mbps | Active Connections: 72
[2026-04-04 12:14:11] CPU: 195500095900% | Memory: 31294437179392 MB | Disk Read: 1319573384000 MB/s | Disk Write: 1656669903200 MB/s | Network In: 893907565000 Mbps | Network Out: 120983531400 Mbps | Active Connections: 114
[2026-04-04 12:13:11] CPU: 162088128500% | Memory: 29624667668480 MB | Disk Read: 2128208081000 MB/s | Disk Write: 316345188800 MB/s | Network In: 90595935500 Mbps | Network Out: 373776479700 Mbps | Active Connections: 218
[2026-04-04 12:12:11] CPU: 105849360900% | Memory: 24121225510912 MB | Disk Read: 1548943983000 MB/s | Disk Write: 1682021807200 MB/s | Network In: 317730200500 Mbps | Network Out: 364726153500 Mbps | Active Connections: 126
[2026-04-04 12:11:11] CPU: 62717510900% | Memory: 9137096294400 MB | Disk Read: 890754406000 MB/s | Disk Write: 1399917546400 MB/s | Network In: 347964214000 Mbps | Network Out: 384239714700 Mbps | Active Connections: 493
[2026-04-04 12:10:11] CPU: 14655224000% | Memory: 14439763886080 MB | Disk Read: 1561993683000 MB/s | Disk Write: 724980260000 MB/s | Network In: 142996766000 Mbps | Network Out: 351328886700 Mbps | Active Connections: 212
[2026-04-04 12:09:11] CPU: 173265397400% | Memory: 23796427636736 MB | Disk Read: 1631079909000 MB/s | Disk Write: 1332366214400 MB/s | Network In: 743454531000 Mbps | Network Out: 8150873700 Mbps | Active Connections: 61
[2026-04-04 12:08:11] CPU: 64439954100% | Memory: 33712291790848 MB | Disk Read: 1865193741000 MB/s | Disk Write: 434519460800 MB/s | Network In: 17090550000 Mbps | Network Out: 22482325800 Mbps | Active Connections: 459
[2026-04-04 12:07:11] CPU: 8015869800% | Memory: 25821479272448 MB | Disk Read: 718263146000 MB/s | Disk Write: 244063639200 MB/s | Network In: 34890503000 Mbps | Network Out: 329537733000 Mbps | Active Connections: 106
[2026-04-04 12:06:11] CPU: 21009214000% | Memory: 15804230647808 MB | Disk Read: 1610182955000 MB/s | Disk Write: 287135699200 MB/s | Network In: 8914491000 Mbps | Network Out: 28557124200 Mbps | Active Connections: 203
[2026-04-04 12:05:11] CPU: 165239472400% | Memory: 2763913216000 MB | Disk Read: 470892997000 MB/s | Disk Write: 442316289600 MB/s | Network In: 541448639500 Mbps | Network Out: 158866628400 Mbps | Active Connections: 70
[2026-04-04 12:04:11] CPU: 202415369100% | Memory: 11732881178624 MB | Disk Read: 646892492000 MB/s | Disk Write: 440129504000 MB/s | Network In: 367677300500 Mbps | Network Out: 219552126900 Mbps | Active Connections: 344
[2026-04-04 12:03:11] CPU: 193339114000% | Memory: 8982393831424 MB | Disk Read: 1704417461000 MB/s | Disk Write: 1007031704000 MB/s | Network In: 1025905190000 Mbps | Network Out: 254643498900 Mbps | Active Connections: 273
[2026-04-04 12:02:11] CPU: 202491981000% | Memory: 14562458632192 MB | Disk Read: 1559252262000 MB/s | Disk Write: 1704480764800 MB/s | Network In: 83360219500 Mbps | Network Out: 127483190700 Mbps | Active Connections: 161
[2026-04-04 12:01:11] CPU: 167273252000% | Memory: 31198752964608 MB | Disk Read: 2133894615000 MB/s | Disk Write: 1012090310400 MB/s | Network In: 395519430500 Mbps | Network Out: 238538677500 Mbps | Active Connections: 193
[2026-04-04 12:00:11] CPU: 15527241100% | Memory: 10697940172800 MB | Disk Read: 1824568750000 MB/s | Disk Write: 1376614935200 MB/s | Network In: 57693818000 Mbps | Network Out: 424294301700 Mbps | Active Connections: 74
[2026-04-04 11:59:11] CPU: 98000448500% | Memory: 11879056801792 MB | Disk Read: 1951135264000 MB/s | Disk Write: 968209215200 MB/s | Network In: 1044008243500 Mbps | Network Out: 429173238600 Mbps | Active Connections: 373
[2026-04-04 11:58:11] CPU: 59860061700% | Memory: 14821857017856 MB | Disk Read: 46349875000 MB/s | Disk Write: 1217775431200 MB/s | Network In: 800971691500 Mbps | Network Out: 273617790000 Mbps | Active Connections: 479
[2026-04-04 11:57:11] CPU: 37517398900% | Memory: 19770764689408 MB | Disk Read: 127617609000 MB/s | Disk Write: 1352582430400 MB/s | Network In: 366865998000 Mbps | Network Out: 22898804400 Mbps | Active Connections: 305
[2026-04-04 11:56:11] CPU: 128855972300% | Memory: 4646494257152 MB | Disk Read: 982212287000 MB/s | Disk Write: 1603885467200 MB/s | Network In: 751891353000 Mbps | Network Out: 30976176300 Mbps | Active Connections: 203
[2026-04-04 11:55:11] CPU: 117585756900% | Memory: 23284929544192 MB | Disk Read: 1501677617000 MB/s | Disk Write: 237633338400 MB/s | Network In: 401555876000 Mbps | Network Out: 600201529200 Mbps | Active Connections: 324
